trade_date,Strategy_Pure,Strategy_Hedged,Benchmark_EqualWeight,Benchmark_CSI1000
2025-06-16,1438047.9514679234,1091513.3074250421,1420567.0397864534,1356302.1854312662
2025-06-17,1444028.8086075846,1096534.775727738,1420479.148600658,1354980.1820843385
2025-06-18,1431287.7608320208,1086983.3467337214,1412372.4843381126,1353638.3222118397
2025-06-19,1398611.7651157388,1061791.2045531063,1389121.368531465,1334407.9390801787
2025-06-20,1376345.4203111057,1050533.3565815433,1381346.7497887562,1323678.1345456103
2025-06-23,1401624.6421544119,1069498.6291849483,1399676.1450343425,1341026.3396811695
2025-06-24,1427435.9275937364,1089173.6499326564,1423676.281739165,1366717.153721498
2025-06-25,1425917.3759515798,1088107.5666742844,1434851.1958964863,1384697.6788824736
2025-06-26,1424538.8555691503,1087201.8614564189,1432377.0903196095,1378438.0195101385
2025-06-27,1430402.2406121003,1091751.264277324,1439489.8928997894,1384868.445002387
2025-06-30,1447087.7632128503,1104241.9626364168,1453857.2871802496,1402351.8951398937
2025-07-01,1461351.4228160374,1114970.307266388,1460742.1614260608,1406232.080864596
2025-07-02,1457457.0463336816,1112496.5521227513,1459434.3749480904,1392049.2265331708
2025-07-03,1465749.8215000716,1118171.6120830744,1466512.3565007048,1399363.9292975299
2025-07-04,1445318.7957731618,1102572.3450496122,1457185.305628945,1392647.7904651158
2025-07-07,1457700.2228378553,1112047.3515820329,1467396.1939106002,1395944.4149660827
2025-07-08,1473117.115583537,1123804.0781734462,1481608.3685171292,1413717.9910049925
2025-07-09,1467230.9220796018,1119233.3541204054,1481022.942765565,1409916.1282422661
2025-07-10,1472145.8109025974,1122956.859405475,1488189.590208363,1413468.6812950415
2025-07-11,1479396.1216387814,1128472.0547677083,1492594.6282790003,1425499.9707667807
2025-07-14,1486997.0727347462,1134374.3622662665,1499193.331074311,1425765.8275813744
2025-07-15,1466026.2261858517,1118087.201194187,1483964.7355211382,1421469.978588045
2025-07-16,1478836.1573862557,1127993.3063240666,1491774.669468651,1425712.4355903938
2025-07-17,1487342.813922813,1134556.9730455815,1501662.2869925916,1441952.4259710102
2025-07-18,1487920.1989446566,1134928.6719741442,1505192.44370932,1445571.3880704185
2025-07-21,1500889.5116246243,1144938.091458581,1526402.0765205908,1458849.8879761
2025-07-22,1491118.048345753,1137375.6351072034,1534024.7872566879,1464331.3921741005
2025-07-23,1477047.2753215753,1126567.1156376055,1523777.7647441225,1457738.1431721668
2025-07-24,1490671.9539751734,1137109.5492127982,1541596.582847086,1478455.1181849355
2025-07-25,1490270.574184749,1136805.5338033305,1540874.7614948885,1479666.3662447876
2025-07-28,1495110.8388430637,1140502.3590598574,1543341.37271978,1484822.2234234181
2025-07-29,1488159.967270293,1135220.9259723104,1543005.3496635358,1494508.8984813052
2025-07-30,1482405.582795378,1130745.7038632347,1537969.8730337278,1482285.6625957098
2025-07-31,1469652.6466454775,1120869.4317312306,1517573.1462975403,1469644.5571608683
2025-08-01,1484867.834589492,1132583.3040553485,1523502.552736572,1471693.309343707
2025-08-04,1499476.1744258215,1143621.7958262227,1536497.101614445,1486965.6250448134
2025-08-05,1515633.884127804,1156017.6491101016,1550690.223975716,1497508.778239011
2025-08-06,1516446.976915704,1156511.217590447,1559077.7377697201,1513797.3067932464
2025-08-07,1519291.236880085,1158671.4493361097,1559958.4203719338,1513982.8549933073
2025-08-08,1527961.308268385,1165318.4083268654,1565008.3157173605,1508683.3689463777
2025-08-11,1545233.3137042115,1178622.5656837837,1581781.9739967722,1532027.362292235
2025-08-12,1544503.4713906306,1178006.2561870406,1582846.4930858936,1536367.9987821311
2025-08-13,1547532.3822171157,1180430.7114733953,1591471.7754362673,1558590.3190612695
2025-08-14,1532097.859225062,1168212.1821832322,1568577.4997554566,1539209.0263352664
2025-08-15,1550591.7559494546,1182320.3928249022,1590258.9376210384,1570320.4512285101
2025-08-18,1570268.0742817633,1197512.6296840005,1606200.1576233734,1596818.1020912207
2025-08-19,1588815.5372557435,1211847.4944280814,1616250.9680476114,1597975.73753203
2025-08-20,1605527.518679293,1224664.3202614586,1631928.341231318,1611789.7017439522
2025-08-21,1608493.4471003478,1226978.9499736177,1631459.322151692,1600291.0084136487
2025-08-22,1613281.0685384665,1230615.1758975321,1637706.4916203462,1624471.1821141217
2025-08-25,1619358.610888437,1235355.0843001045,1653027.2529683963,1649796.6360839375
2025-08-26,1632813.183497794,1245697.8894683062,1661095.0036531342,1649518.4240978768
2025-08-27,1603525.7342876708,1223081.963465933,1622880.619527665,1618638.6586696324
2025-08-28,1605884.8299677167,1224749.7300042335,1629197.8248068613,1643041.4460845664
2025-08-29,1601520.96680687,1221373.3608445306,1627400.5984045258,1641180.8896385315
2025-09-01,1607293.2678752965,1225140.9325537134,1641146.647876239,1654963.7452937253
2025-09-02,1585090.6797598046,1208053.4354714507,1622541.2821140292,1613647.6106532442
2025-09-03,1558769.5987000484,1187775.231033129,1593545.8982721348,1590039.084261164
2025-09-04,1557631.65188112,1186835.08534836,1587626.6569067736,1553476.160586339
2025-09-05,1577885.463241854,1202437.528784933,1616853.3929082907,1598597.4674104752
2025-09-08,1599724.8651618087,1219043.631767964,1637367.6060000851,1613019.2619329423
2025-09-09,1594632.4020676261,1214931.4398056143,1629301.0489571167,1594264.5529027462
2025-09-10,1605734.97527208,1223252.799952079,1632493.3483217938,1595177.9530790278
2025-09-11,1618793.717161991,1233276.4279751,1651462.3899873397,1632622.2858611585
2025-09-12,1621217.1702869218,1235121.7741906329,1652062.805207836,1637696.5106568844
2025-09-15,1620331.3157676049,1234425.8744616096,1651520.4200431274,1636083.0576401816
2025-09-16,1633248.0016700057,1244335.8001619128,1666126.5344073891,1651098.34164917
2025-09-17,1631190.8527288875,1242786.1226411553,1669770.2244029928,1666803.7502357934
2025-09-18,1604550.38538351,1222318.3960145921,1647058.4080862382,1649504.083273853
2025-09-19,1604675.1351141268,1222648.199585877,1642028.1581063455,1641073.2231443224
2025-09-22,1594864.5184700382,1215519.0739591208,1638142.56764348,1652389.0158113076
2025-09-23,1572036.617349845,1198250.8407301074,1619524.8084274116,1634427.9059197796
2025-09-24,1598121.7421337352,1218020.7867135308,1640286.9153060983,1662260.7978131324
2025-09-25,1593018.9329185095,1214000.6656560267,1631122.1298102979,1656147.1942177773
2025-09-26,1601040.4410366882,1219995.167443538,1624496.74379455,1632115.7238310275
2025-09-29,1601334.0986840203,1220431.4756739635,1637979.2243183271,1654231.9220123903
2025-09-30,1613805.2313424826,1230005.2189813412,1643054.5984971107,1671249.4056831559
2025-10-09,1615833.1231299909,1231515.0290882105,1656623.800424163,1687374.8900996444
2025-10-10,1619757.4543563998,1234197.0903019535,1661584.1044464617,1662172.1053322472
2025-10-13,1618494.5813396107,1233034.1994338525,1654104.9381609035,1659070.9572941272
2025-10-14,1619943.3841905722,1234314.7638819295,1645541.268981821,1626724.235882284
2025-10-15,1635710.171166731,1246383.0110001338,1666505.0502167847,1651058.84922609
2025-10-16,1625173.0990721146,1238168.6315745653,1652450.900862705,1633053.1724660571
2025-10-17,1602622.522355097,1220624.9252978372,1621480.2746894122,1585318.0849925464
2025-10-20,1626287.9801298077,1238799.516096801,1639285.3592996604,1597167.3563132149
2025-10-21,1651453.2885824214,1257826.9589936335,1663970.6991893211,1620302.8561405733
2025-10-22,1661610.3314364196,1265412.6649559934,1663296.4618218713,1613278.7205337414
2025-10-23,1661899.833766298,1265725.4856288035,1669049.6659556949,1612371.7185712548
2025-10-24,1667722.838773036,1270057.2438152232,1671352.5969267637,1636891.438858998
